id,event_s,date_dt,url_s,body_txt
29690517,North Illinois University Shooting,2017-04-15T23:06:51,http://www.huffingtonpost.com/paul-helmke/esquires-portrait-of-the_b_113057.html,"[h2.mp_title { line-height: 1.0; margin-bottom: 11px; } waitForGlobal(adSetMOAT"""
29769036,North Illinois University Shooting,2017-04-15T23:06:51,http://wgntv.com/2013/02/14/5-years-since-campus-shooting-niu-still-moving-forward/,"[GoSearch WGN TV Schedule Search Contact Us WGN-TV Menu News Morning News Midday News Sports Contests Watch Live Traffic Shows Events Weather 48° 48° Low 43° High 52° Tue 38° 51° Wed 32° 43° Thu 34° 39° See complete forecast Severe weather alert rubiconSlotCallbacks[120x60-atf""] = function() { if (rubiconSlotCallbackFires[""120x60-atf""]) { return; } rubiconSlotCallbackFires[""120x60-atf""] = true; googletag.cmd.push(function() { ACMTags[""120x60-atf""] = googletag.defineSlot( '/7287/ltv.wgntv.news/coverstory'"
264099196,North Illinois University Shooting,2017-04-15T23:06:51,http://www.chicagotribune.com/ct-college-mass-shootings-20151001-story.html,"[Deadliest shootings on or near U.S. college campuses Steven P. Kazmierczak AP Authorities identified Steven P. Kazmierczak as the gunman who shot into a class at Northern Illinois University  killing five before killing himself. Authorities identified Steven P. Kazmierczak as the gunman who shot into a class at Northern Illinois University  killing five before killing himself. (AP) Tribune wire reportsContact Reporter A shooting at Umpqua Community College in Roseburg  Oregon  on Thursday left 13 people dead and wounded at least a dozen others  authorities said. A look at some of the worst shootings on or near college campuses in recent years: June 5  2014: A 19-year-old student is killed and two others are wounded in a shooting at Seattle Pacific University in Washington before another student tackles the gunman as he pauses to reload. A lawyer for Aaron Rey Ybarra  26  who is charged with first-degree murder  has said mental illness was a factor. May 23  2014: A community college student  Elliot Rodger  22  kills six people and injures 13 others in shooting and stabbing attacks in the area near the University of California  Santa Barbara  campus. Authorities said he apparently shot himself to death after a shootout with deputies. June 7  2013: Five people are killed and several others are wounded in Santa Monica  California  when John Zawahri  23  shoots his father and brother and then shoots at strangers in cars and at Santa Monica College  where students were taking final exams. Zawahri is fatally shot by officers in the college library. April 2  2012: Seven people are killed and three are injured when a 43-year-old former student opens fire at Oikos University  in Oakland  California. One Goh was charged with seven counts of murder and three counts of attempted murder but psychiatric evaluations concluded he suffers from long-term paranoid schizophrenia and is unfit to stand trial. Feb. 14  2008: Five students are killed and 18 are wounded when former student Steven Kazmierczak  27  opens fire in a lecture hall at Northern Illinois University in DeKalb  Illinois  before committing suicide. Feb. 8  2008: Two people are killed when Latina Williams  23  opens fire during an emergency medical technology class at Louisiana Technical College in Baton Rouge  Louisiana  before shooting herself. April 16  2007: Thirty-two people are fatally shot in a dorm and classroom at Virginia Tech in Blacksburg  Virginia  before the gunman  Seung-Hui Cho  23  kills himself. Sept. 2  2006: Douglas W. Pennington  49  fatally shoots his two sons before killing himself during a visit to Shepherd University in Shepherdstown  West Virginia. Oct. 28  2002: Three professors are killed when Robert Flores Jr.  41  who was flunking out of the University of Arizona nursing school  shoots them before killing himself in Tucson  Arizona. Jan. 16  2002: Three people are killed and three are wounded when a recently dismissed graduate student at the Appalachian School of Law in Grundy  Virginia  returns to campus and targets the dean  a professor and a student. Peter Odighizuwa  42  pleaded guilty in the attack and was sentenced to life in prison. Aug. 15  1996: Three professors are shot and killed when Frederick Martin Davidson  36  a graduate engineering student at San Diego State University  is defending his thesis before a faculty committee and pulls out a handgun. Davidson was later sentenced in California to three life terms in prison without parole. Associated Press Copyright © 2017  Chicago Tribune Colleges and Universities Homicide Community Colleges John Zawahri Elliot Rodger Virginia Tech Northern Illinois University Sports Breaking RedEye Trending Opinion Suburbs Entertainment Advertising 47° trb.run.push(function(){i$('nh');}); trb.userTiming(trb bottom""); trb.data.gigyaUrl = ""http://cdn.gigya.com/js/gigya.js?apiKey=2_4_F4IdtCdvuR2rCu5QTvu9iyF7shgNflXt9OC9CZCGkdNBZxTv6bQxpYge4Mlva-""; trb.data.facebookAppId = '306836229411287'; trb.data.facebookId = 'chicagotribune'; trb.run.push(function(){i$(""carousel"");}); trb.run.push(function(){i$('lightbox');}); trb.run.push(function(){ trb.data.page.sectionPath = '/'; trb.data.page.sectionName = 'Home'; trb.data.page.pageTitle = 'Deadliest shootings on or near U.S. college campuses - Chicago Tribune'; trb.data.page.slug = 'ct-college-mass-shootings-20151001'; trb.data.page.title = 'Deadliest shootings on or near U.S. college campuses'; trb.data.page.author = 'Tribune wire reports'; trb.data.page.background = ' A shooting at Umpqua Community College in Roseburg"
144221270,North Illinois University Shooting,2017-04-15T23:06:51,http://www.washingtonpost.com/wp-dyn/content/article/2008/02/15/AR2008021500866.html,[var saveshare_recipe = 'bottom'; // init_save_share(); if ( show_doubleclick_ad && ( adTemplate & BANNER_FLEX_TOP ) == BANNER_FLEX_TOP ) { placeAd('ARTICLE' commercialNode 1 '' true) ; } washingtonpost.com  >  Nation Illinois College Applied Lessons From Massacre At Virginia Tech Gallery Northern Illinois University Shooting A 27-year-old former student opened fire in a Northern Illinois University classroom Thursday  Feb. 14  2008  killing six students and wounding 16. The student  identified by the university's police chief as Stephen P. Kazmierczak  dressed in black  fired at random and then killed himself  according to officials. » LAUNCH PHOTO GALLERY TOOLBOX Resize Print E-mail Reprints By Kari Lydersen and Theresa Vargas Washington Post Staff Writers Saturday  February 16  2008 DEKALB  Ill.  Feb. 15 -- If there were lessons learned after the Virginia Tech massacre  they were: Lock down and notify. Virginia Tech officials did neither until hours after the first shots sounded across the Blacksburg campus in April. Northern Illinois University did not make the same mistake Thursday. But the university's actions still could not stop a man armed with powerful rapid-fire weapons and the intent to kill as many people as possible  higher-education and safety experts said Friday. The Virginia Tech killings  in which an emotionally disturbed student fatally shot 32 people  prompted soul-searching  safety reviews and the revamping of danger response plans at colleges and universities nationwide. Thursday's shootings at Northern Illinois provided the first test of one of those plans. By many preliminary accounts  the university did well: Within 30 seconds of a report of shots fired at Cole Hall  the first officer was on the scene. But he was too late. Stephen P. Kazmierczak  a former graduate student at the school  armed with a 12-gauge shotgun and three pistols  had already sprayed more than 50 rounds of buckshot and bullets at panicked students before turning one of his weapons on himself. Six people  including the shooter  were killed  and 16 were wounded. We were dealing with a disturbed individual who intended to do harm on this campus
232594775,North Illinois University Shooting,2017-04-15T23:06:51,http://www.washingtonpost.com/wp-dyn/content/article/2008/02/14/AR2008021402647.html,"[var saveshare_recipe = 'bottom'; // init_save_share(); if ( show_doubleclick_ad && ( adTemplate & BANNER_FLEX_TOP ) == BANNER_FLEX_TOP ) { placeAd('ARTICLE' commercialNode 1 '' true) ; } washingtonpost.com  >  Nation Gunman at Illinois College Kills 5 Students  Wounds 16 PHOTOS     Previous           Next     Rescue workers carry an unidentified victim from the scene of a shooting at Northern Illinois University in DeKalb  Ill. (By Jim Killam -- Northern Star Via Associated Press) Students are tended to outside Cole Hall. Officials said a gunman opened fire inside a large classroom. (By Jim Killam -- Northern Star Via Associated Press) Students help a victim who was shot in the leg after carrying him from Cole Hall to nearby DuSable Hall at Northern Illinois University. (By Stacey Huffstutler -- Associated Press) slideshow_init([PH2008021403932"""
129335971,North Illinois University Shooting,2017-04-15T23:06:51,http://www.esquire.com/news-politics/a4863/steven-kazmierczak-0808/,"[<% if ( typeof sponsorship !== undefined"" && _.isObject(sponsorship.sponsor) && typeof sponsorship.sponsor.sponsor_display_name !== ""undefined"" ) { %> <% } else { %> <% } %> <% if ( typeof images !== ""undefined"" ) { %> <% var imageCuts = """"; _.each( images"
113461101,North Illinois University Shooting,2017-04-15T23:06:51,http://edition.cnn.com/2008/US/02/15/university.shooting/index.html,"[window.CNNSTATICSECTION = 'us'; var CNNENV = http://edition.cnn.com""; /* SELF-CONTAINED CSS SNIPPET INTENDED TO ALLOW OLDER PAGES TO USE THE 3.0 BREAKING NEWS BANNER */ .cnn_dynone { display:none; } #cnn_bnbcntr { height:52px;position:relative; } #cnn_bnblft { height:52px;width:156px;position:absolute;top:0px;left:0px; } #cnn_bnbrgt1 { height:52px;width:800px;position:absolute;top:0px;left:156px;color:#fff;font:bold 17px/19px arial;overflow:hidden;z-index:5; } #cnn_bnbrgt1 div { padding:7px 180px 0 27px; } #cnn_bnbrgt3 { filter:alpha(opacity=0);-moz-opacity:.0;opacity:.0;display:inline-block; } #cnn_bnbrgt3:link"
220000701,North Illinois University Shooting,2017-04-15T23:06:51,https://www.insidehighered.com/news/2008/02/15/6-killed-northern-illinois-shooting,"[(function(w d s l i){w[l]=w[l]||[];w[l].push({'gtm.start':new Date().getTime() event:'gtm.js'});var f=d.getElementsByTagName(s)[0];var j=d.createElement(s);var dl=l!='dataLayer'?'&l='+l:'';j.src='//www.googletagmanager.com/gtm.js?id='+i+dl;j.type='text/javascript';j.async=true;f.parentNode.insertBefore(j f);})(window document 'script' 'dataLayer' 'GTM-P948F7'); Jump to Navigation Login or Join Advertise About Contact Subscribe search Search form search * News & OpinionJobs Close Menu | View Exclusive AAUP Compensation Survey Data | // ><!-- (function ($) { $(document).ready(function() { if ($(body"").hasClass(""logged-in"")) { { $( "".aaup-homepage"" ).css(""top"""
97655545,North Illinois University Shooting,2017-04-15T23:06:51,https://www.theguardian.com/world/2008/feb/15/usa.usgunviolence1,"[Close Skip to main content The Guardian - Back to home Become a Supporter news opinion sport arts life Menu news headlines US news world news science US politics business environment money tech obituaries opinion opinion home the guardian view columnists cartoons opinion videos Jill Abramson Jessica Valenti Steven W Thrasher Trevor Timm Rebecca Carroll Chelsea E Manning sport sport home soccer NFL tennis MLB MLS NBA NHL arts culture home film books music art & design tv & radio stage classical games life lifestyle home fashion food recipes love & sex home & garden health & fitness women family travel money What term do you want to search? become a supporter subscribe Sign in/up my account Comment activity Edit profile Email preferences Change password Sign out US edition switch to the UK edition switch to the Australia edition switch to the International edition jobs the guardian app podcasts video pictures crosswords Facebook Twitter US world science US politics business sign in Comment activity Edit profile Email preferences Change password Sign out become a supporter subscribe search jobs more from the guardian: jobs change edition: switch to the UK edition switch to the AU edition switch to the INT edition US edition switch to the UK edition switch to the Australia edition switch to the International edition The Guardian - Back to home home › US home US selected politics world opinion sports soccer tech arts lifestyle fashion business travel environment browse all sections close US news Illinois university gunman named An officer leads a woman from Cole Hall at Northern Illinois university. Photograph: Craig Watson/AP US news Illinois university gunman named Share on Facebook Share on Twitter Share via Email View more sharing options Share on LinkedIn Share on Pinterest Share on Google+ Share on WhatsApp Share on Messenger Close Ed Pilkington  Allegra Stratton and agencies Friday 15 February 2008 11.39 EST First published on Friday 15 February 2008 11.39 EST The gunman who killed five students and injured 15 others at Northern Illinois University yesterday has been named as Stephen Kazmierczak  a former student. The DeKalb County coroner  Dennis Miller  today corrected the official death toll  saying the gunman had killed five students  not six  before turning the gun on himself. The sociology graduate burst into a lecture hall and fired more than 50 shots into a crowd of 150 people before turning the gun on himself. The 27-year-old  wearing a ski mask and black trenchcoat  used three handguns and a shotgun - which he had bought six days earlier - in the attack. Witnesses described how he nonchalantly"" reloaded the shotgun"
61887787,North Illinois University Shooting,2017-04-15T23:06:51,http://www.nytimes.com/2008/02/15/us/15shoot.html,"[.lt-ie10 .messenger.suggestions { display: block !important; height: 50px; } .lt-ie10 .messenger.suggestions .message-bed { background-color: #f8e9d2; border-bottom: 1px solid #ccc; } .lt-ie10 .messenger.suggestions .message-container { padding: 11px 18px 11px 30px; } .lt-ie10 .messenger.suggestions .action-link { font-family: nyt-franklin"""
